latitude,longitude,rwi,error
4.7516240,9.4152832,-0.185,0.393
5.7799663,9.9865723,-0.284,0.349
3.3927908,12.3815918,-0.505,0.352
5.3207052,14.2492676,-0.573,0.382
12.4580325,14.6228027,-0.260,0.331
10.3689583,14.8425293,-0.345,0.334
12.4365763,14.5568848,-0.385,0.334
9.3731925,13.7658691,-0.054,0.337
6.5008990,11.5246582,-0.403,0.395
5.8674033,10.7556152,-0.315,0.460
7.4605176,15.4138184,-0.552,0.349
6.2388552,10.4479980,0.229,0.349
4.1163273,10.5358887,-0.205,0.368
3.4585910,11.3049316,0.157,0.363
7.7218784,14.6447754,-0.381,0.362
12.4365763,14.2932129,-0.417,0.341
3.8313699,11.7443848,-0.266,0.364
10.3905714,14.4470215,0.112,0.451
5.6269192,10.4479980,-0.564,0.385
7.5040887,13.9855957,-0.347,0.340
4.5983271,14.6008301,-0.959,0.361
6.6100440,10.5578613,-0.527,0.348
4.5107140,12.2497559,-0.300,0.365
4.0944111,11.0412598,-0.645,0.355
6.9809543,13.2165527,-0.589,0.345
6.4790672,10.7336426,0.276,0.375
5.7143797,8.9538574,-0.739,0.334
8.3310827,12.3376465,-0.269,0.339
4.0067400,12.3376465,-0.101,0.347
2.6687122,12.7331543,0.010,0.489
10.0662199,15.5236816,-0.173,0.356
7.4387304,13.9196777,-0.121,0.348
6.3698938,9.7009277,-0.540,0.372
10.5850215,14.2492676,-0.092,0.421
6.1514779,9.6130371,-0.710,0.340
6.8282612,12.6232910,-0.417,0.352
3.6121068,11.6345215,-0.141,0.384
3.3708564,12.4255371,-0.410,0.352
4.1163273,14.5349121,-0.519,0.352
2.2516175,15.3698730,-0.590,0.343
5.9766803,9.5910645,-0.629,0.341
4.3792747,14.6447754,-0.996,0.360
5.8674033,9.9865723,0.047,0.381
6.8064439,14.0734863,-0.526,0.364
5.7799663,10.1623535,0.633,0.458
10.3041101,14.3811035,-0.472,0.353
6.2388552,14.3811035,-0.395,0.370
5.9766803,10.9753418,-0.715,0.353
3.7875216,12.3815918,-0.973,0.359
7.2861900,13.2824707,0.152,0.432
5.8674033,9.3933105,-0.426,0.361
2.8881803,10.9313965,-0.504,0.357
10.8009324,14.7766113,-0.157,0.343
5.8892605,10.5139160,-0.020,0.426
10.3041101,15.2819824,-0.231,0.366
11.0166883,14.1394043,0.097,0.374
6.3917304,10.5139160,-0.324,0.350
10.9951198,14.3811035,-0.198,0.336
4.7078283,12.7990723,-0.251,0.358
3.1734250,12.3815918,0.089,0.370
5.3644596,10.4479980,0.201,0.399
7.4387304,12.4694824,-0.275,0.365
4.9705600,10.3161621,-0.085,0.372
8.7222181,12.9748535,-0.659,0.341
4.4888091,11.9860840,-0.242,0.375
10.0445848,14.1833496,0.393,0.392
3.8971380,12.1398926,-0.277,0.417
9.0261526,13.5681152,-0.357,0.475
3.7217452,11.5466309,1.037,0.509
7.2861900,14.0295410,0.246,0.369
3.3927908,11.6784668,0.252,0.344
11.3400249,14.3811035,0.066,0.351
6.7409861,13.2165527,-0.507,0.347
8.6787785,14.9084473,-0.547,0.356
6.8937071,12.1618652,-0.516,0.369
3.9190595,9.4592285,-0.200,0.383
5.6269192,10.6457520,-0.047,0.499
9.9580298,13.6120605,0.299,0.510
3.1953637,11.0632324,-0.212,0.352
6.4572344,10.7995605,-0.251,0.361
4.7297265,11.4587402,-0.489,0.361
8.1788678,15.0183105,-0.476,0.340
3.9629009,13.1506348,-0.413,0.363
3.4366581,13.0407715,-1.059,0.341
10.6714043,14.3151855,0.211,0.342
6.1077838,11.3049316,-0.063,0.355
12.0715524,14.9084473,-0.468,0.445
7.1990006,14.5349121,-0.194,0.344
2.9759559,12.1179199,-1.006,0.348
3.7217452,12.3376465,-0.467,0.357
4.4888091,13.0627441,-0.142,0.363
10.9304048,14.0954590,-0.592,0.342
10.5634219,14.5349121,-0.536,0.336
8.4397714,13.2165527,-0.645,0.352
3.7655967,9.6130371,-0.206,0.350
4.9267785,11.7004395,-0.225,0.355
3.2611771,9.8986816,0.082,0.361
4.3792747,10.7995605,-0.564,0.361
4.2039864,9.8767090,-0.572,0.371
6.3043786,12.5354004,-0.270,0.350
7.2207995,14.4470215,-0.453,0.343
10.1960002,14.3371582,-0.723,0.334
3.9848207,11.8322754,-0.708,0.354
5.8455454,9.7229004,-0.007,0.405
10.1527460,14.9304199,-0.261,0.343
5.2550677,14.3591309,-0.454,0.399
10.4554016,14.7106934,-0.350,0.351
12.5223904,14.6667480,-0.461,0.325
9.3298312,14.1613770,-0.541,0.332
7.5694372,13.6999512,-0.807,0.350
12.3936586,14.8205566,-0.404,0.325
2.7126091,10.0085449,-0.021,0.390
5.3425828,10.1623535,-0.181,0.375
7.0899903,13.2824707,-0.002,0.361
10.8872536,13.9855957,-0.131,0.346
6.0203850,9.9645996,-0.486,0.347
6.8064439,15.0402832,-0.377,0.344
3.5682478,13.3923340,0.206,0.416
9.4815719,13.5681152,-0.364,0.362
5.5831840,9.7668457,-1.343,0.387
4.0944111,10.8654785,-0.608,0.394
7.2207995,13.0407715,-0.421,0.346
6.6100440,13.3483887,-0.551,0.353
6.6318701,12.1618652,-0.587,0.351
4.9048867,14.2712402,-0.702,0.360
11.3831090,14.9304199,-0.517,0.330
2.6467632,12.7551270,-0.650,0.352
6.2170122,9.4812012,-0.761,0.354
3.8752158,11.8542480,-0.149,0.383
9.3298312,12.9309082,-0.851,0.340
7.6129974,13.5461426,0.166,0.405
5.4300853,13.3483887,-0.691,0.356
10.0013102,13.6120605,-0.581,0.342
6.3480564,12.5134277,-0.619,0.354
4.2258996,12.9968262,-0.248,0.361
4.5764249,9.5910645,0.199,0.410
2.2077054,11.0412598,-0.466,0.351
6.1514779,10.4699707,-0.528,0.348
12.3721972,14.6228027,-0.116,0.386
10.0229482,13.9196777,-0.480,0.362
10.2608706,14.2272949,-0.274,0.411
4.3573658,13.5241699,-0.275,0.396
4.0286586,13.1726074,-0.035,0.391
3.5463174,11.0852051,-0.413,0.367
10.4121830,15.1281738,-0.393,0.330
5.4738318,9.9865723,-0.311,0.357
4.2039864,11.2390137,-0.203,0.398
2.3394375,15.3479004,-0.652,0.343
7.1772006,12.6013184,-0.294,0.346
8.4397714,14.3151855,-0.426,0.353
4.0505767,10.0524902,-0.373,0.435
7.6783293,15.4138184,-0.337,0.369
5.5831840,10.9094238,-0.304,0.367
7.0245718,13.2165527,-0.520,0.345
3.5901776,12.4475098,-0.461,0.354
5.8455454,10.2941895,-0.307,0.369
6.0422360,10.5798340,0.425,0.453
6.3917304,14.7985840,-0.733,0.348
3.8094460,10.1403809,0.221,0.504
3.8971380,11.7443848,-0.522,0.391
5.3425828,11.2390137,-0.661,0.349
5.4300853,9.9206543,0.120,0.370
4.8829942,11.1950684,-0.461,0.356
7.8742645,12.5134277,-0.507,0.340
10.4770087,13.6560059,-0.642,0.350
11.1029466,14.8425293,-0.721,0.342
10.1743738,13.8977051,-0.168,0.345
9.9363874,13.5681152,-0.348,0.361
7.5040887,13.8757324,0.041,0.477
10.1094859,14.4909668,-0.526,0.354
10.1960002,14.0734863,-0.417,0.337
8.6570568,14.2053223,-0.589,0.407
8.9176335,14.2272949,-0.635,0.368
9.1563324,14.0075684,-0.543,0.338
10.9735497,13.8977051,-0.389,0.368
9.3081485,14.1833496,-0.604,0.326
10.0229482,15.2819824,-0.203,0.326
4.3354564,14.9743652,-0.375,0.366
4.6640299,9.3933105,-0.230,0.351
2.8223442,10.7116699,-0.068,0.372
4.6640299,9.7229004,-0.103,0.414
3.2173020,10.9533691,-0.459,0.356
3.7655967,10.2941895,-0.437,0.356
10.6929962,13.5900879,0.204,0.336
6.9591440,12.7770996,-0.508,0.348
3.2831139,11.1950684,-0.561,0.383
4.3792747,14.1833496,-0.374,0.380
6.1077838,9.7888184,-0.515,0.343
10.8872536,14.7766113,-0.576,0.335
4.3792747,8.9099121,-0.310,0.347
10.2392486,14.6887207,-1.104,0.337
3.6559638,11.1291504,-0.417,0.354
6.5882169,10.2722168,-0.051,0.349
10.2824911,15.2819824,-0.731,0.334
4.4449973,14.6667480,-1.007,0.360
6.3262180,13.5241699,-0.608,0.422
2.9320690,12.2717285,-0.374,0.357
6.3698938,13.3044434,-0.688,0.375
5.4300853,10.0524902,1.020,0.503
3.6778914,13.3703613,-0.438,0.362
4.7516240,14.4250488,-0.480,0.363
4.4888091,14.4250488,-0.476,0.365
5.5175751,10.9973145,-0.399,0.349
5.1237722,12.0959473,-0.188,0.461
6.6100440,11.7224121,-0.463,0.353
2.5370123,15.3918457,-0.701,0.349
7.1117945,12.6452637,-0.560,0.362
3.7217452,10.0964355,-0.605,0.423
10.6066195,14.2492676,-0.290,0.430
4.6202287,9.5471191,-0.616,0.364
12.2648633,14.6008301,-1.013,0.334
7.1772006,12.2717285,-0.806,0.342
12.2648633,14.6228027,-0.239,0.347
8.3962996,12.4255371,-0.675,0.343
3.5024552,11.5466309,-0.227,0.374
5.2113056,13.3703613,0.110,0.415
12.7582314,14.2932129,-0.263,0.343
9.1563324,13.5021973,-0.113,0.406
3.4805234,11.3708496,-0.052,0.349
8.0265947,15.0842285,-0.775,0.353
6.1733235,10.9753418,-0.708,0.355
4.6859294,10.8215332,-0.136,0.363
3.6778914,12.1179199,-0.930,0.356
8.8525066,14.1613770,-0.336,0.345
6.2388552,10.9533691,-0.568,0.351
4.4449973,12.5793457,-0.755,0.372
10.6714043,13.8977051,-0.287,0.337
6.8064439,14.7326660,-0.878,0.350
4.4011829,8.8879395,-0.167,0.458
6.3480564,11.4367676,-0.108,0.347
4.9267785,11.7443848,-0.900,0.393
4.9267785,12.9309082,-0.409,0.357
3.9409805,11.6564941,0.079,0.411
11.0166883,13.8537598,-0.717,0.341
2.7784514,13.9636230,-0.401,0.346
11.0813844,14.9743652,-0.994,0.334
10.1527460,13.7438965,-0.317,0.350
9.6982277,13.9416504,-0.260,0.369
11.0166883,14.1613770,-0.156,0.423
11.0813844,14.2492676,-0.192,0.343
7.0245718,12.1398926,-0.536,0.348
5.5613152,10.0744629,0.400,0.449
6.2606973,10.2282715,-0.737,0.373
9.8498038,13.6560059,-0.478,0.337
12.3292689,14.6667480,-0.353,0.345
3.8971380,9.4152832,-0.253,0.352
4.4669035,9.3493652,0.148,0.351
2.6248138,11.8542480,-0.380,0.341
6.4790672,11.5026855,-0.409,0.402
5.3644596,10.4040527,0.421,0.501
4.0067400,11.3928223,-0.018,0.455
2.6906608,9.8547363,-0.285,0.368
9.5465832,13.8317871,-0.427,0.340
10.1094859,13.8757324,-0.360,0.356
9.2214045,14.0075684,-0.400,0.336
7.2861900,12.2717285,-0.250,0.354
9.5899171,13.5021973,-0.466,0.339
4.1601581,13.7219238,-0.493,0.355
2.6248138,15.3698730,-0.392,0.451
10.8872536,14.8864746,-0.556,0.334
8.2875987,13.5681152,-0.629,0.343
10.1743738,14.8645020,-0.459,0.367
10.4986143,14.6667480,-0.407,0.354
10.4554016,13.5900879,-0.345,0.335
6.9373327,10.7775879,-0.571,0.349
6.0203850,10.3820801,-0.712,0.356
5.8892605,11.1291504,-0.139,0.478
10.1960002,15.4138184,-0.266,0.350
10.6282159,14.5568848,-0.537,0.336
11.0813844,14.0075684,-0.128,0.416
2.9540126,12.1179199,-1.303,0.352
7.8524985,13.7658691,-0.485,0.342
10.0229482,14.5788574,-0.653,0.333
4.4888091,9.5690918,0.764,0.520
2.7784514,11.9421387,-0.666,0.347
4.6202287,9.4372559,0.790,0.526
4.9048867,11.5905762,-1.015,0.372
10.6714043,14.1613770,-0.332,0.373
10.1743738,13.6999512,-0.120,0.351
3.9629009,10.6896973,-0.031,0.387
3.6559638,11.1071777,-0.436,0.355
3.9409805,10.8874512,-0.032,0.397
4.9705600,10.3601074,-0.283,0.351
4.4449973,8.9758301,-0.693,0.347
11.0382553,14.5349121,-0.121,0.333
3.9848207,9.6350098,-0.175,0.393
10.1094859,13.8537598,0.237,0.339
3.5243866,11.5026855,1.298,0.487
4.9267785,11.0632324,-0.599,0.357
10.8656756,14.0734863,-0.170,0.350
4.1601581,11.0632324,-0.230,0.360
5.1894234,9.9645996,-0.338,0.514
3.2173020,11.6125488,-0.540,0.354
3.8752158,12.0520020,-0.233,0.351
9.6332456,13.2604980,-0.446,0.343
8.4615055,14.2053223,-0.210,0.349
7.0899903,12.6013184,-0.940,0.349
6.1951683,10.0744629,-0.304,0.378
9.8498038,14.1174316,-0.557,0.336
9.2647792,14.2053223,-0.531,0.341
3.9409805,14.1613770,-0.188,0.354
5.9111167,11.1071777,-0.792,0.353
5.8018269,10.5578613,-0.238,0.352
3.8313699,13.3264160,-0.162,0.351
4.5326183,11.0632324,-0.211,0.373
6.5227299,10.4040527,-0.506,0.374
5.8236865,9.9206543,0.618,0.463
9.7415422,13.5461426,-0.204,0.337
3.2173020,11.2170410,-0.380,0.359
10.0445848,15.4138184,-0.317,0.334
7.2861900,13.1506348,-0.250,0.352
8.1788678,12.2937012,-0.831,0.344
9.9580298,13.7878418,-0.599,0.337
10.6282159,13.8537598,-0.171,0.378
3.9190595,13.2604980,-0.554,0.374
4.4449973,11.6345215,0.178,0.531
3.8971380,11.3928223,0.153,0.413
8.5918843,12.7551270,-0.669,0.341
6.5663889,13.1726074,-0.836,0.367
3.0637244,11.5686035,-0.459,0.346
8.3962996,14.2053223,-0.352,0.358
4.5545219,14.6887207,-0.822,0.358
10.6929962,14.9963379,-0.353,0.337
3.8532931,10.2062988,-0.523,0.394
3.8532931,11.4807129,1.294,0.487
10.3905714,13.5241699,-0.346,0.332
3.3927908,12.2058105,-0.592,0.346
6.9373327,14.6008301,0.079,0.347
5.2769476,10.7336426,-0.412,0.351
3.6998186,12.4255371,-0.660,0.360
6.5882169,11.6345215,-0.128,0.352
6.1077838,10.6237793,-0.385,0.396
4.1601581,9.5690918,-0.248,0.459
4.8392069,13.2385254,-0.861,0.364
4.4011829,11.6125488,-0.344,0.483
5.9111167,9.6130371,-0.572,0.343
3.9409805,12.0520020,0.007,0.367
6.0422360,11.2609863,-0.002,0.365
9.7631974,14.0075684,-0.944,0.353
6.9373327,11.7883301,-0.206,0.357
7.5476555,13.8537598,-0.234,0.366
9.6982277,13.6120605,-0.370,0.337
9.1997151,13.3483887,-0.755,0.350
2.8662354,11.3708496,-0.160,0.411
3.9848207,12.7111816,0.040,0.365
6.4135660,9.7888184,-0.472,0.363
5.6487856,11.1730957,-0.461,0.358
4.2258996,9.3054199,-0.353,0.407
8.5701576,13.5241699,0.265,0.410
3.4585910,11.8103027,-0.549,0.350
5.8674033,14.4470215,-0.314,0.363
10.4986143,13.6340332,-0.206,0.341
12.4580325,14.2712402,-0.570,0.340
6.9373327,13.9636230,-0.424,0.349
3.8094460,11.4147949,-0.206,0.450
10.6929962,14.6447754,-0.374,0.335
8.5701576,12.9089355,-0.594,0.355
6.6100440,13.3044434,-0.515,0.387
10.6282159,14.2053223,-0.738,0.340
9.4598988,13.6779785,-0.417,0.337
9.6765684,13.5900879,-0.224,0.335
5.5175751,10.0744629,-0.056,0.402
5.1018870,9.8767090,-0.605,0.381
5.3425828,8.9099121,-0.727,0.336
4.6640299,14.6447754,-0.354,0.358
5.6269192,10.1623535,0.323,0.443
5.9111167,11.4807129,-1.046,0.370
7.6347758,15.3918457,-0.336,0.338
6.5227299,12.2497559,-0.648,0.361
5.1018870,9.6569824,-0.454,0.347
3.0417830,11.0412598,-0.253,0.352
3.7436712,12.3376465,-0.052,0.359
9.0695511,12.9968262,-0.443,0.358
10.7577626,14.3371582,-0.582,0.356
4.0505767,11.0852051,-0.579,0.370
11.0166883,14.3151855,-0.189,0.340
4.2478122,12.1179199,-0.173,0.360
5.4738318,9.9206543,-0.046,0.352
9.3081485,14.0295410,-0.769,0.350
4.6859294,11.1291504,-0.323,0.376
10.3473437,13.8757324,-0.215,0.338
4.0286586,11.3708496,0.556,0.469
5.6487856,10.8215332,0.277,0.495
4.1382430,11.1291504,-0.167,0.381
9.7631974,13.6340332,-0.521,0.361
8.7004990,14.9084473,-0.446,0.342
12.6939327,14.4909668,-0.249,0.332
5.0143386,8.7121582,-0.664,0.353
4.1163273,13.0407715,-0.675,0.354
5.3425828,10.3381348,0.147,0.420
5.5613152,10.0305176,-0.064,0.351
6.5882169,10.0524902,-0.563,0.343
4.6202287,11.0852051,-0.208,0.387
5.9111167,13.8537598,-0.379,0.351
4.4888091,11.1511230,-0.253,0.356
4.5326183,9.3054199,-0.355,0.410
5.6925158,9.2395020,-0.114,0.388
10.4337931,14.5129395,-0.630,0.338
5.2550677,10.6896973,-0.741,0.350
10.0445848,15.5456543,-0.096,0.330
8.3962996,14.2492676,-0.627,0.391
5.5831840,10.6896973,1.002,0.452
7.4823037,13.8098145,-0.440,0.366
7.6347758,15.4138184,-0.475,0.352
4.2478122,14.5568848,-0.316,0.381
9.1780244,13.6779785,0.364,0.351
10.5418209,14.4470215,-0.463,0.337
4.3792747,10.9094238,-0.775,0.377
8.7439361,13.6340332,-0.632,0.343
6.5445599,10.7556152,-0.064,0.412
10.0445848,14.4689941,-0.089,0.386
5.4957038,14.0954590,-0.329,0.378
10.6498109,14.7106934,-0.285,0.336
5.1675404,9.8547363,-0.835,0.371
3.8532931,11.0852051,-0.916,0.390
5.8236865,10.5139160,-0.683,0.349
6.6100440,11.5905762,-0.561,0.359
7.2643942,13.6120605,-0.235,0.360
4.2039864,12.2497559,-0.512,0.368
7.2425974,11.8322754,-0.504,0.342
7.4169421,13.9416504,-0.357,0.345
4.2916356,14.8205566,-0.753,0.358
10.2392486,15.1062012,-0.396,0.348
3.2392398,10.9094238,-0.746,0.351
5.3425828,9.7229004,-0.359,0.394
4.7954168,9.6569824,-0.143,0.359
10.3257277,14.2712402,-0.615,0.335
4.2697242,9.4372559,0.636,0.466
8.5267005,14.0954590,-0.528,0.340
6.2825384,10.0744629,-0.426,0.363
3.8532931,10.9533691,-0.299,0.388
9.5032437,14.1174316,-0.418,0.340
4.2039864,10.8874512,-0.805,0.359
9.2214045,12.9748535,-0.544,0.335
5.7581050,10.3161621,0.014,0.351
10.0229482,13.8317871,-0.482,0.354
4.2916356,14.5568848,-0.549,0.358
7.3515708,13.6999512,-0.309,0.365
4.0286586,11.8322754,-0.485,0.370
9.2430925,13.5900879,-0.642,0.387
3.8094460,12.2937012,-0.227,0.357
5.2331870,10.7995605,-0.946,0.351
4.2916356,14.8645020,-0.804,0.397
7.2861900,13.9416504,-0.149,0.357
4.0505767,11.3049316,0.218,0.355
7.1335976,13.9196777,-0.293,0.349
6.3480564,13.2824707,-0.280,0.356
6.6100440,10.7336426,-0.444,0.352
12.0715524,14.8645020,-0.099,0.328
4.3792747,10.9313965,-0.484,0.361
4.5764249,9.9645996,-0.351,0.353
4.0944111,11.5026855,-0.888,0.451
5.7143797,9.1516113,-0.307,0.365
9.8930985,14.0295410,-0.158,0.336
4.4230904,14.7326660,-0.869,0.358
4.0724942,12.6672363,-0.108,0.366
4.5764249,12.9089355,-0.427,0.362
6.9155204,10.0744629,-0.600,0.370
4.3354564,13.1066895,-0.184,0.456
5.2550677,10.4260254,-0.002,0.400
4.3354564,11.4587402,-0.009,0.387
10.4770087,14.4030762,-0.500,0.353
5.4957038,9.9645996,-0.034,0.385
3.9409805,10.0085449,-0.177,0.418
6.2388552,10.5139160,0.399,0.459
9.9796707,13.9196777,-0.386,0.348
4.6421296,9.8107910,-0.372,0.406
6.4354006,9.8547363,-0.656,0.361
4.3135463,14.8425293,-0.118,0.394
5.3863356,14.0295410,-0.181,0.398
7.1117945,12.1179199,-0.250,0.361
12.6510579,14.5349121,-0.457,0.348
4.7954168,9.7888184,-0.295,0.386
6.9155204,13.0627441,-0.026,0.342
6.1733235,10.2941895,0.713,0.524
6.5008990,13.5021973,-0.809,0.358
3.5901776,11.4147949,-0.520,0.358
3.3489215,10.6018066,-0.166,0.345
10.8009324,13.7658691,-0.457,0.346
9.0044514,13.1506348,-0.257,0.349
11.0166883,15.0402832,0.455,0.347
3.1076060,12.2717285,-0.124,0.462
10.1960002,13.6779785,-0.628,0.338
4.0724942,9.3933105,-0.139,0.441
10.9304048,14.0295410,-0.009,0.342
3.2173020,14.9304199,-0.146,0.352
6.5663889,11.5905762,0.297,0.351
3.8971380,11.6345215,-0.036,0.437
5.8455454,10.8874512,0.091,0.411
4.3135463,13.2165527,-0.333,0.360
10.4337931,14.7766113,-0.416,0.341
5.2550677,10.0305176,0.042,0.459
3.6121068,10.8874512,-0.576,0.352
10.7361753,13.6999512,-0.294,0.369
3.8094460,12.2717285,-0.266,0.376
10.0445848,14.8864746,-0.261,0.335
5.8455454,9.7668457,-0.336,0.392
3.8532931,10.1843262,-0.443,0.400
3.6778914,11.4147949,-0.497,0.357
8.7439361,14.1833496,-0.385,0.345
5.5175751,9.7229004,-0.872,0.384
5.8892605,11.2170410,0.502,0.351
4.9486696,12.8869629,-0.382,0.414
12.3078021,14.8645020,-0.311,0.329
6.5445599,11.4367676,-0.475,0.351
3.2173020,13.6120605,-0.088,0.366
12.5223904,14.7766113,-0.546,0.327
10.2176252,14.0734863,-0.384,0.356
5.8455454,11.1730957,-0.380,0.368
4.2697242,9.6789551,-0.327,0.386
4.5326183,13.8757324,-0.509,0.415
11.2538371,14.0075684,-0.346,0.378
4.3354564,9.3054199,-0.684,0.366
7.0463790,11.8322754,-0.645,0.348
4.4449973,9.2834473,-0.556,0.356
8.4397714,15.0622559,-0.389,0.329
10.1094859,14.7985840,-0.324,0.353
5.5613152,10.9753418,0.104,0.416
7.3079846,11.8981934,-0.626,0.342
8.8307950,13.7438965,-0.355,0.350
10.7793483,14.2932129,0.046,0.374
2.7565043,11.0852051,-0.207,0.355
10.0013102,15.1940918,-0.457,0.333
10.4770087,14.3151855,-0.526,0.380
6.4790672,12.1179199,-0.519,0.344
6.6100440,12.2277832,-0.175,0.363
1.9442068,15.3259277,-0.007,0.370
3.6559638,10.1184082,-0.080,0.407
3.7875216,14.9963379,0.126,0.467
4.6859294,11.1511230,-0.121,0.362
8.9393399,12.8649902,-0.279,0.354
7.5040887,13.3923340,-0.529,0.344
4.0724942,12.5793457,-0.591,0.353
4.4449973,14.4909668,-0.833,0.379
12.0285754,14.7985840,-0.136,0.325
7.3951528,13.5681152,-0.202,0.444
10.1960002,14.5129395,-0.123,0.337
9.6115820,13.6560059,-0.489,0.353
3.9629009,9.9865723,-0.037,0.407
4.4011829,14.1833496,-0.193,0.366
3.5463174,12.4475098,-0.630,0.362
6.0422360,10.9973145,-1.044,0.355
6.5663889,10.1843262,-0.731,0.347
9.0261526,13.1726074,-0.200,0.360
2.8442900,9.9865723,0.068,0.479
8.7004990,14.1833496,-0.293,0.349
6.1296313,10.9313965,-0.221,0.357
9.6982277,13.8977051,-0.719,0.357
6.3262180,12.6452637,-0.693,0.354
6.1296313,10.5139160,-0.715,0.355
5.8892605,9.7448730,-0.520,0.376
7.8524985,13.5900879,0.781,0.464
4.1601581,9.5471191,-0.521,0.424
8.5049700,15.1501465,-0.034,0.346
5.8892605,9.9865723,-0.552,0.408
10.6714043,14.1174316,-0.221,0.340
5.1894234,10.1184082,-0.288,0.378
4.2039864,9.6569824,-0.047,0.408
6.6755194,12.2497559,-0.615,0.350
6.8937071,11.8762207,-0.162,0.358
5.6487856,10.1623535,0.159,0.385
3.7875216,10.9973145,-0.384,0.366
9.2647792,13.6340332,-0.560,0.350
7.3079846,13.1506348,-0.749,0.353
3.5463174,11.2829590,-0.530,0.351
4.9705600,9.7888184,-0.280,0.367
5.2550677,11.0632324,-0.361,0.354
10.2392486,13.7878418,-0.396,0.342
7.1772006,13.8757324,-0.369,0.375
4.2697242,9.3713379,-0.334,0.426
6.8500775,12.4914551,-0.591,0.353
6.1296313,14.3811035,-0.406,0.456
7.6347758,14.2272949,-0.437,0.346
4.0067400,12.0520020,-0.518,0.356
10.6714043,13.7658691,-0.358,0.343
6.4354006,12.6232910,-0.371,0.365
2.9759559,9.9206543,1.062,0.507
10.4554016,14.6887207,-0.551,0.340
5.4738318,10.2722168,0.236,0.450
4.9924497,10.9973145,-0.641,0.358
5.3207052,10.1843262,0.372,0.362
6.5227299,10.8654785,-0.502,0.344
10.9088300,14.9304199,-0.267,0.336
5.1894234,9.7888184,-0.274,0.363
3.3708564,12.0080566,-0.636,0.352
9.8714518,13.5461426,-0.296,0.342
5.7362428,10.9313965,-0.175,0.431
2.5589632,15.4797363,-0.654,0.348
3.3708564,14.9963379,-0.257,0.360
6.2606973,14.0734863,-0.377,0.368
4.9048867,12.6232910,-0.320,0.372
6.5227299,12.5573730,-0.727,0.360
9.2214045,14.3151855,-0.636,0.332
8.9610451,13.1506348,-0.773,0.365
6.2825384,14.6228027,-0.186,0.348
4.7954168,12.4914551,-0.152,0.357
6.0422360,10.1843262,-0.077,0.411
4.0067400,11.6345215,-0.256,0.376
6.5227299,13.4582520,-0.911,0.355
10.1743738,14.2712402,-0.400,0.331
4.7297265,8.8439941,-0.130,0.364
3.4366581,11.5246582,-0.311,0.374
4.5107140,8.7121582,-0.146,0.359
8.8307950,12.8649902,-0.604,0.336
3.7436712,11.2170410,-0.615,0.363
10.5850215,14.6887207,-0.236,0.337
4.5545219,14.6008301,-0.764,0.362
8.7656527,14.2492676,-0.558,0.342
5.8674033,10.6896973,0.323,0.407
7.1553996,13.2385254,-0.453,0.364
6.4572344,12.7111816,-0.248,0.358
9.2864645,13.5021973,-0.788,0.359
12.7796606,14.3591309,-0.442,0.332
5.2113056,10.4479980,0.109,0.461
3.3927908,11.3269043,-0.340,0.361
10.3041101,14.2272949,-0.481,0.401
8.1571180,15.0402832,-0.514,0.341
5.8674033,10.5578613,-0.557,0.359
5.9766803,12.4255371,-0.083,0.346
5.5831840,9.7229004,-0.038,0.389
5.9766803,10.1843262,1.338,0.534
3.8094460,12.4694824,-0.613,0.353
2.6687122,11.6784668,-0.158,0.335
3.6778914,12.2717285,-0.666,0.354
9.3731925,12.9748535,-0.466,0.347
2.5809138,10.9313965,-0.670,0.354
6.4572344,11.4147949,-0.162,0.346
5.0581143,9.9645996,-0.140,0.424
4.4449973,14.6008301,-0.440,0.364
9.8714518,13.9416504,-0.369,0.394
10.0229482,14.7985840,-0.251,0.336
11.9855916,14.9304199,-0.624,0.329
5.6706511,9.9865723,-0.211,0.394
3.1514858,13.7658691,-0.152,0.359
4.1163273,11.2829590,-0.126,0.419
3.9190595,9.9645996,-0.512,0.397
10.7793483,14.1394043,-0.388,0.369
4.7516240,11.2390137,0.535,0.529
3.1514858,11.1950684,-0.381,0.346
6.6755194,10.7336426,-0.304,0.357
5.2331870,10.0744629,0.540,0.357
6.8064439,10.7995605,-0.359,0.366
2.5370123,10.9533691,-0.346,0.360
4.4230904,11.0412598,-0.268,0.357
4.9486696,9.9426270,1.200,0.474
10.8872536,13.7219238,-0.062,0.336
10.3041101,15.2600098,-0.731,0.365
7.5040887,13.5681152,-0.334,0.429
9.6115820,13.2385254,-0.575,0.336
4.2039864,14.2492676,-0.782,0.363
3.9409805,9.8327637,0.094,0.416
7.1335976,14.5349121,-0.102,0.345
6.4572344,10.1843262,-0.645,0.350
4.0067400,9.1516113,0.955,0.511
5.7581050,10.6896973,0.060,0.437
5.7143797,11.2390137,-0.592,0.358
10.1094859,13.7219238,-0.167,0.450
5.8455454,10.5578613,-0.430,0.349
10.4770087,14.5568848,-0.275,0.339
5.6925158,9.8767090,-0.210,0.350
4.5983271,11.2829590,-0.610,0.385
4.5545219,11.1730957,-0.310,0.361
4.6859294,12.3596191,-0.173,0.454
5.9329721,9.6130371,-0.835,0.358
7.3079846,14.0295410,-0.423,0.362
8.1136149,13.6120605,-0.287,0.432
6.4790672,11.5246582,-0.264,0.396
8.3745618,13.7438965,-0.733,0.341
2.9759559,9.9426270,-0.039,0.435
